Date,AGB,Real_AGB
2005-05-24,0.013693933,0.013693933
2005-06-08,0.244148889,0.244148889
2005-06-21,1.788193333,1.788193333
2005-06-30,3.104844444,3.104844444
2005-07-14,6.3632,6.3632
2005-07-28,9.258244444,9.258244444
2005-08-08,11.53446667,11.53446667
2005-08-17,13.31597778,13.31597778
2005-09-07,16.86864444,16.86864444
2005-09-26,15.41375556,15.41375556
