Date,Real_AGB
2007-05-29,0.083699111
2007-06-07,0.432533333
2007-06-14,0.950417778
2007-06-21,2.3384
2007-06-28,4.546844444
2007-07-10,7.335711111
2007-07-18,11.06422222
2007-07-25,14.22373333
2007-08-07,18.92017778
2007-08-20,21.78884444
2007-09-11,25.46511111
2007-09-27,22.86288889
