Date,Real_AGB
2006-06-01,0.099699111
2006-06-08,0.475197778
2006-06-16,1.462897778
2006-06-26,3.702177778
2006-07-06,7.508022222
2006-07-12,8.407133333
2006-07-20,10.84213333
2006-07-28,13.42242222
2006-08-04,14.96884444
2006-08-14,17.27686667
2006-08-24,20.75655556
2006-09-12,22.57133333
