Date,AGB,Real_AGB
2003-06-06,0.028954667,0.028954667
2003-06-19,0.368924444,0.368924444
2003-07-03,2.655555556,2.655555556
2003-07-14,5.742066667,5.742066667
2003-07-23,7.698977778,7.698977778
2003-08-04,9.585488889,9.585488889
2003-08-20,11.93382222,11.93382222
2003-09-04,12.25724444,12.25724444
