Date,Real_AGB
2005-05-31,0.018122867
2005-06-17,0.583877778
2005-06-27,1.930091111
2005-07-07,4.264111111
2005-07-20,8.211133333
2005-08-01,11.76871111
2005-08-09,13.43842222
2005-09-13,19.82517778
2005-09-19,15.51537778
2005-10-03,18.018
