Date,AGB,Real_AGB
2007-05-30,0.056881778,0.056881778
2007-06-11,0.436575556,0.436575556
2007-06-18,1.236328889,1.236328889
2007-06-25,2.521755556,2.521755556
2007-07-02,4.833,4.833
2007-07-11,6.725533333,6.725533333
2007-07-23,10.39026667,10.39026667
2007-08-01,12.70115556,12.70115556
2007-08-14,14.72164444,14.72164444
2007-08-28,17.40951111,17.40951111
2007-09-17,18.08182222,18.08182222
