Date,Real_AGB
2007-05-29,0.089206444
2007-06-06,0.443904444
2007-06-13,1.028784444
2007-06-19,2.298244444
2007-06-26,4.569088889
2007-07-09,8.484577778
2007-07-16,10.8184
2007-07-24,13.8512
2007-08-03,17.75331111
2007-08-16,19.95748889
2007-09-05,24.71444444
2007-09-24,23.68533333
