DATE,MIN_SWC,mean_SWC,MAX_SWC
2007-01-01,40.1,42.75,44.4
2007-01-02,38.0,42.175,44.4
2007-01-03,36.2,41.2,44.4
2007-01-04,39.5,42.574999999999996,44.4
2007-01-05,40.4,42.975,44.5
2007-01-06,40.0,42.875,44.5
2007-01-07,39.5,42.65,44.5
2007-01-08,37.1,41.9,44.4
2007-01-09,36.3,41.225,44.5
2007-01-10,35.6,40.775,44.4
2007-01-11,35.7,40.75,44.4
2007-01-12,34.9,40.449999999999996,44.4
2007-01-13,33.0,39.9,44.4
2007-01-14,30.0,39.075,44.4
2007-01-15,27.0,38.275,44.4
2007-01-16,20.6,36.625,44.4
2007-01-17,19.0,36.175,44.4
2007-01-18,19.0,36.15,44.4
2007-01-19,18.7,36.025,44.4
2007-01-20,18.4,35.9,44.3
2007-01-21,18.8,35.974999999999994,44.3
2007-01-22,19.1,36.0,44.3
2007-01-23,19.1,35.95,44.3
2007-01-24,19.3,36.0,44.3
2007-01-25,19.2,35.95,44.3
2007-01-26,19.2,35.925,44.3
2007-01-27,19.3,35.95,44.3
2007-01-28,17.8,35.525,44.2
2007-01-29,17.0,35.224999999999994,44.2
2007-01-30,16.0,34.05,44.2
2007-01-31,15.4,32.125,44.2
2007-02-01,15.5,31.425,44.2
2007-02-02,15.1,31.05,44.2
2007-02-03,14.5,30.525,44.3
2007-02-04,13.9,30.075000000000003,44.4
2007-02-05,13.9,29.85,44.4
2007-02-06,14.2,29.824999999999996,44.4
2007-02-07,14.3,29.775,44.3
2007-02-08,14.5,29.775,44.3
2007-02-09,14.7,29.7,44.2
2007-02-10,14.8,29.6,43.9
2007-02-11,15.0,29.575,43.7
2007-02-12,15.5,29.575,43.5
2007-02-13,15.5,29.6,43.5
2007-02-14,14.6,29.25,43.4
2007-02-15,14.1,28.75,43.4
2007-02-16,13.8,28.45,43.3
2007-02-17,14.2,28.525,43.3
2007-02-18,14.6,28.599999999999998,43.2
2007-02-19,16.0,29.225,43.9
2007-02-20,16.7,29.799999999999997,43.5
2007-02-21,17.9,30.599999999999998,43.3
2007-02-22,18.9,30.499999999999996,43.3
2007-02-23,19.3,30.675,43.3
2007-02-24,22.1,31.525,43.4
2007-02-25,22.4,32.175000000000004,43.4
