DATE,MIN_SWC,mean_SWC,MAX_SWC
2003-01-01,30.2,34.075,36.7
2003-01-02,31.0,34.3,36.7
2003-01-03,30.9,34.275000000000006,36.7
2003-01-04,31.5,34.45,36.7
2003-01-05,32.1,34.599999999999994,36.7
2003-01-06,32.3,34.650000000000006,36.7
2003-01-07,32.2,34.6,36.6
2003-01-08,32.3,34.625,36.6
2003-01-09,32.4,34.625,36.6
2003-01-10,32.3,34.6,36.6
2003-01-11,31.2,34.05,36.6
2003-01-12,28.0,32.9,36.6
2003-01-13,26.7,32.45,36.6
2003-01-14,25.1,31.975,36.6
2003-01-15,23.5,31.35,36.5
2003-01-16,23.0,31.025000000000002,36.2
2003-01-17,22.6,30.875000000000004,36.2
2003-01-18,22.1,30.525,36.0
2003-01-19,21.8,30.700000000000003,35.9
2003-01-20,22.1,30.85,35.9
2003-01-21,21.4,30.275,35.9
2003-01-22,21.1,29.400000000000002,35.7
2003-01-23,20.8,28.45,35.7
2003-01-24,20.7,27.925,35.7
2003-01-25,20.7,27.675,35.7
2003-01-26,20.7,27.599999999999998,35.7
2003-01-27,20.7,27.575,35.8
2003-01-28,20.8,27.55,35.7
2003-01-29,21.0,27.625,35.7
2003-01-30,21.1,27.799999999999997,35.6
2003-01-31,21.3,28.375,35.6
2003-02-01,21.6,28.200000000000003,35.6
2003-02-02,22.1,28.275,35.6
2003-02-03,22.7,28.45,35.7
2003-02-04,22.9,28.525,35.7
2003-02-05,22.7,28.499999999999996,35.8
2003-02-06,21.5,28.25,36.0
2003-02-07,20.9,28.049999999999997,36.0
2003-02-08,20.8,27.825000000000003,35.9
2003-02-09,20.8,27.725,35.9
2003-02-10,20.8,27.625,35.9
2003-02-11,20.7,27.45,36.0
2003-02-12,20.7,27.45,36.0
2003-02-13,20.8,27.450000000000003,35.9
2003-02-14,21.2,27.575,35.8
2003-02-15,22.1,28.675,36.5
2003-02-16,22.3,28.575000000000003,36.4
2003-02-17,22.5,28.55,36.2
2003-02-18,22.6,28.575,36.2
2003-02-19,22.6,28.575,36.3
2003-02-20,22.7,30.225,38.1
2003-02-21,24.7,33.525,43.9
2003-02-22,25.6,34.25,40.7
2003-02-23,24.9,31.725,39.1
2003-02-24,21.7,29.9,38.6
2003-02-25,20.7,28.95,38.5
2003-02-26,20.6,28.325,38.3
2003-02-27,20.6,28.200000000000003,38.1
2003-02-28,20.9,28.200000000000003,38.1
2003-03-01,21.2,28.275,38.1
2003-03-02,21.1,28.225,38.0
2003-03-03,21.1,28.125,37.9
2003-03-04,21.1,28.050000000000004,37.9
2003-03-05,20.7,27.849999999999998,37.8
2003-03-06,20.6,27.724999999999998,37.7
2003-03-07,20.9,27.75,37.6
2003-03-08,20.9,27.725,37.5
2003-03-09,20.5,27.5,37.5
2003-03-10,20.6,27.4,37.4
2003-03-11,20.8,27.400000000000002,37.3
2003-03-12,21.2,27.525,37.3
2003-03-13,21.4,27.925,37.5
2003-03-14,21.6,28.975,37.6
2003-03-15,21.8,30.35,37.4
2003-03-16,22.6,30.474999999999998,37.3
2003-03-17,26.3,31.225,37.2
2003-03-18,27.1,31.449999999999996,37.1
2003-03-19,27.2,31.799999999999997,37.1
2003-03-20,29.5,33.1,37.0
2003-03-21,28.8,32.65,37.1
2003-03-22,28.4,32.45,37.0
2003-03-23,28.3,32.375,37.0
2003-03-24,28.2,32.3,37.0
