DATE,MIN_SWC,mean_SWC,MAX_SWC
2006-01-01,23.2,27.374999999999996,35.3
2006-01-02,25.7,29.375,36.4
2006-01-03,25.5,29.075,36.2
2006-01-04,25.2,28.775,36.0
2006-01-05,25.0,28.525,35.9
2006-01-06,24.8,28.3,35.8
2006-01-07,24.7,28.225,35.7
2006-01-08,24.6,28.200000000000003,35.7
2006-01-09,24.6,28.1,35.6
2006-01-10,24.5,28.025,35.6
2006-01-11,24.3,27.925,35.5
2006-01-12,24.3,27.925,35.5
2006-01-13,24.2,27.9,35.5
2006-01-14,24.1,27.85,35.5
2006-01-15,24.1,27.85,35.5
2006-01-16,24.1,27.85,35.5
2006-01-17,23.9,27.75,35.5
2006-01-18,23.8,27.700000000000003,35.4
2006-01-19,23.7,27.65,35.4
2006-01-20,23.7,27.625,35.4
2006-01-21,23.6,27.6,35.4
2006-01-22,23.5,27.525,35.4
2006-01-23,23.5,27.525,35.4
2006-01-24,23.5,27.525,35.4
2006-01-25,23.4,27.5,35.4
2006-01-26,23.4,27.5,35.4
2006-01-27,23.5,27.550000000000004,35.4
2006-01-28,25.0,28.799999999999997,35.9
2006-01-29,26.3,30.2,36.7
2006-01-30,25.6,29.625,36.3
2006-01-31,25.3,29.025,36.1
2006-02-01,25.2,28.85,36.0
2006-02-02,25.1,28.725,35.9
2006-02-03,25.0,28.625,35.9
2006-02-04,24.8,28.474999999999998,35.8
2006-02-05,24.8,28.4,35.8
2006-02-06,24.7,28.3,35.7
2006-02-07,24.6,28.224999999999998,35.7
2006-02-08,24.6,28.2,35.7
2006-02-09,24.5,28.150000000000002,35.7
2006-02-10,24.4,28.1,35.7
2006-02-11,24.3,28.025,35.6
2006-02-12,24.2,27.949999999999996,35.6
2006-02-13,23.7,27.700000000000003,35.4
2006-02-14,23.7,27.700000000000003,35.4
2006-02-15,24.0,27.875,35.6
2006-02-16,24.0,27.85,35.6
2006-02-17,23.8,27.725,35.5
2006-02-18,22.7,26.799999999999997,34.6
2006-02-19,21.0,25.424999999999997,33.4
2006-02-20,20.3,25.225,33.3
2006-02-21,19.8,25.1,33.3
2006-02-22,19.6,25.05,33.3
2006-02-23,19.3,24.625,32.9
2006-02-24,20.7,25.650000000000002,33.8
2006-02-25,21.5,26.074999999999996,34.1
2006-02-26,21.9,26.325,34.3
2006-02-27,22.3,26.625,34.6
2006-02-28,22.8,27.075,35.0
2006-03-01,23.0,27.199999999999996,35.1
2006-03-02,23.0,27.225,35.1
2006-03-03,22.9,27.15,35.0
2006-03-04,22.8,27.1,34.9
2006-03-05,22.9,27.125,34.9
2006-03-06,22.8,27.075000000000003,34.9
2006-03-07,22.8,27.075000000000003,34.9
2006-03-08,22.7,27.049999999999997,34.9
2006-03-09,22.7,27.049999999999997,34.9
2006-03-10,22.8,27.075000000000003,34.9
2006-03-11,22.8,27.1,34.9
2006-03-12,22.7,27.049999999999997,34.9
2006-03-13,22.6,27.025,34.9
2006-03-14,22.5,26.925,34.8
2006-03-15,22.5,26.925,34.8
2006-03-16,22.6,26.95,34.8
2006-03-17,22.5,26.925,34.8
2006-03-18,22.5,26.925,34.8
2006-03-19,22.4,26.875,34.7
2006-03-20,22.3,26.8,34.7
2006-03-21,22.6,26.95,34.8
2006-03-22,23.6,27.35,35.0
2006-03-23,23.9,27.5,35.0
2006-03-24,23.9,27.525,35.0
2006-03-25,24.2,27.8,35.0
2006-03-26,25.6,29.425000000000004,36.1
2006-03-27,25.9,29.8,36.2
2006-03-28,25.5,29.200000000000003,35.9
2006-03-29,25.4,28.95,35.8
2006-03-30,26.5,30.325000000000003,36.6
2006-03-31,26.7,30.475,36.7
2006-04-01,26.1,29.925,36.2
2006-04-02,27.4,31.474999999999998,37.2
2006-04-03,27.4,31.45,37.2
2006-04-04,26.8,30.875,36.7
2006-04-05,26.7,30.85,36.6
2006-04-06,27.0,31.125,36.6
2006-04-07,27.9,32.099999999999994,37.2
2006-04-08,27.4,31.675,36.8
2006-04-09,27.2,31.425,36.7
2006-04-10,27.2,31.150000000000002,36.7
2006-04-11,27.2,31.05,36.7
2006-04-12,26.9,30.875,36.6
2006-04-13,26.8,30.775,36.6
2006-04-14,26.8,30.475,36.6
2006-04-15,26.7,30.375,36.6
2006-04-16,26.4,30.15,36.5
2006-04-17,26.2,29.950000000000003,36.4
2006-04-18,26.1,29.9,36.4
2006-04-19,26.0,29.799999999999997,36.4
2006-04-20,26.0,29.75,36.4
2006-04-21,25.9,29.675,36.3
2006-04-22,25.9,29.65,36.3
2006-04-23,25.9,29.65,36.4
2006-04-24,25.8,29.475,36.2
2006-04-25,25.5,29.2,36.0
2006-04-26,25.4,29.224999999999998,36.0
2006-04-27,25.5,29.299999999999997,36.1
2006-04-28,26.7,30.824999999999996,36.9
2006-04-29,27.7,31.825,37.7
2006-04-30,27.4,31.55,37.5
2006-05-01,27.1,31.275,37.3
2006-05-02,26.8,31.0,37.1
2006-05-03,26.7,30.875,36.9
2006-05-04,26.5,30.775,36.9
2006-05-05,26.9,31.2,37.2
2006-05-06,27.2,31.574999999999996,37.6
2006-05-07,27.1,31.475,37.6
2006-05-08,27.1,31.5,37.6
2006-05-09,27.8,32.175,37.8
2006-05-10,27.5,31.875,37.8
2006-05-11,27.3,31.700000000000003,37.7
2006-05-12,27.2,31.525,37.6
2006-05-13,27.1,31.425,37.5
2006-05-14,27.0,31.325,37.5
2006-05-15,26.9,31.199999999999996,37.4
2006-05-16,26.9,31.125,37.4
2006-05-17,26.9,31.075000000000003,37.4
2006-05-18,26.8,31.0,37.4
2006-05-19,26.8,30.925000000000004,37.4
2006-05-20,26.7,30.775,37.3
2006-05-21,26.6,30.599999999999998,37.2
2006-05-22,26.5,30.525000000000002,37.2
2006-05-23,27.2,30.925,37.2
2006-05-24,27.0,31.3,37.0
2006-05-25,26.6,30.924999999999997,37.0
2006-05-26,26.4,30.724999999999998,37.0
2006-05-27,26.3,30.549999999999997,36.9
2006-05-28,26.3,30.425000000000004,36.9
2006-05-29,26.2,30.2,36.8
2006-05-30,26.0,29.925,36.7
2006-05-31,25.8,29.525000000000002,36.5
2006-06-01,24.5,29.0,36.4
2006-06-02,22.3,28.225,36.1
2006-06-03,20.2,27.5,35.9
2006-06-04,19.3,27.1,35.7
