DATE,MIN_SWC,mean_SWC,MAX_SWC
2003-01-01,32.7,37.85,43.9
2003-01-02,32.6,37.9,43.9
2003-01-03,32.6,37.9,43.9
2003-01-04,32.6,38.025,43.9
2003-01-05,32.6,38.125,43.9
2003-01-06,32.6,38.175000000000004,43.9
2003-01-07,32.6,38.15,43.9
2003-01-08,32.6,38.175000000000004,43.9
2003-01-09,32.6,38.2,43.9
2003-01-10,32.6,38.175000000000004,43.9
2003-01-11,32.6,37.825,43.9
2003-01-12,30.8,37.1,43.9
2003-01-13,30.4,36.925,43.9
2003-01-14,29.5,36.7,43.9
2003-01-15,27.8,36.225,43.9
2003-01-16,26.8,35.95,43.9
2003-01-17,26.9,35.95,43.9
2003-01-18,26.8,35.9,43.9
2003-01-19,26.5,35.800000000000004,43.9
2003-01-20,26.7,35.825,43.9
2003-01-21,26.2,35.625,43.9
2003-01-22,24.7,34.800000000000004,43.9
2003-01-23,21.8,32.925000000000004,43.9
2003-01-24,20.7,31.325000000000003,43.9
2003-01-25,20.7,30.925,43.8
2003-01-26,20.6,30.625,43.8
2003-01-27,20.4,30.099999999999998,43.8
2003-01-28,20.4,29.974999999999998,43.8
2003-01-29,20.5,30.125,43.8
2003-01-30,20.8,30.349999999999998,43.8
2003-01-31,21.2,30.675,43.8
2003-02-01,21.8,31.05,43.8
2003-02-02,22.7,31.425,43.8
2003-02-03,24.2,31.9,43.8
2003-02-04,25.4,32.325,43.8
2003-02-05,25.1,32.425,43.8
2003-02-06,24.7,32.425,43.8
2003-02-07,22.0,31.099999999999998,43.8
2003-02-08,20.1,29.875,43.8
2003-02-09,20.0,29.724999999999998,43.8
2003-02-10,20.0,29.599999999999998,43.8
2003-02-11,20.0,29.15,43.8
2003-02-12,20.0,28.974999999999998,43.8
2003-02-13,20.0,28.925,43.8
2003-02-14,19.9,29.425000000000004,43.9
2003-02-15,21.6,31.75,44.4
2003-02-16,21.7,31.475,44.1
2003-02-17,22.0,31.049999999999997,43.9
2003-02-18,22.1,31.1,43.9
2003-02-19,23.0,32.3,44.1
2003-02-20,26.4,34.975,44.4
2003-02-21,31.9,37.4,44.6
2003-02-22,32.6,37.375,44.6
2003-02-23,26.6,35.275,44.6
2003-02-24,22.6,32.3,44.6
2003-02-25,20.0,29.975,44.4
2003-02-26,20.0,29.825000000000003,44.4
2003-02-27,20.0,29.2,44.5
2003-02-28,20.0,29.625,44.5
2003-03-01,20.0,29.549999999999997,44.5
2003-03-02,20.0,29.475,44.5
2003-03-03,20.0,29.275,44.4
2003-03-04,20.0,29.15,44.4
2003-03-05,20.0,29.1,44.5
2003-03-06,20.0,29.275,44.6
2003-03-07,20.0,28.8,44.7
2003-03-08,20.0,28.6,44.7
2003-03-09,20.0,28.474999999999998,44.8
2003-03-10,20.0,28.4,45.0
2003-03-11,20.0,28.975,45.1
2003-03-12,20.0,29.549999999999997,45.1
2003-03-13,19.9,29.025,45.1
2003-03-14,20.7,29.65,45.0
2003-03-15,21.7,32.9,45.0
2003-03-16,26.3,34.95,45.0
2003-03-17,31.4,36.975,44.9
2003-03-18,30.6,36.65,44.9
2003-03-19,30.1,36.425,44.8
2003-03-20,35.7,40.25,45.1
2003-03-21,33.4,37.475,44.9
2003-03-22,31.8,36.599999999999994,44.8
2003-03-23,31.0,36.25,44.8
2003-03-24,30.5,35.95,44.8
2003-03-25,30.1,35.724999999999994,44.8
2003-03-26,30.0,35.625,44.9
2003-03-27,29.8,35.6,44.9
2003-03-28,29.7,35.45,44.9
2003-03-29,29.6,35.275,44.9
2003-03-30,29.5,35.1,44.9
2003-03-31,29.4,35.1,44.9
2003-04-01,29.4,35.15,44.9
2003-04-02,29.3,35.175,44.9
2003-04-03,29.2,35.125,44.9
2003-04-04,29.1,35.375,44.9
2003-04-05,29.1,35.425,44.9
2003-04-06,29.0,35.4,44.8
2003-04-07,29.7,36.475,44.8
2003-04-08,34.2,39.125,44.9
2003-04-09,33.8,40.125,45.1
2003-04-10,31.0,37.75,45.0
2003-04-11,30.6,35.9,45.0
2003-04-12,30.5,35.6,45.0
2003-04-13,30.4,35.425,45.1
2003-04-14,30.2,35.325,45.0
2003-04-15,30.1,35.275,45.0
2003-04-16,30.0,35.2,45.0
2003-04-17,29.8,35.025000000000006,45.0
2003-04-18,29.7,34.875,45.0
2003-04-19,29.6,34.775,45.0
2003-04-20,29.5,34.7,45.0
2003-04-21,29.5,34.725,45.0
2003-04-22,26.6,32.325,41.0
2003-04-23,29.3,36.45,45.0
2003-04-24,29.3,36.5,44.9
2003-04-25,29.2,36.55,44.9
2003-04-26,29.2,36.55,44.9
2003-04-27,29.2,36.55,44.9
2003-04-28,29.2,36.6,44.9
2003-04-29,34.7,39.849999999999994,45.0
2003-04-30,33.2,38.8,45.2
2003-05-01,31.6,38.025,45.1
2003-05-02,31.0,37.65,45.1
2003-05-03,30.6,37.45,45.2
2003-05-04,35.2,41.8,45.4
2003-05-05,35.5,42.475,45.5
2003-05-06,36.5,41.7,45.7
2003-05-07,34.5,39.724999999999994,45.8
2003-05-08,36.0,41.25,45.8
2003-05-09,35.3,40.925,45.9
2003-05-10,33.0,39.15,45.9
2003-05-11,32.6,38.95,45.9
2003-05-12,31.9,38.5,45.9
2003-05-13,31.5,38.375,45.9
2003-05-14,25.9,30.749999999999996,35.3
2003-05-15,34.0,40.175,45.4
2003-05-16,33.9,40.425000000000004,45.4
2003-05-17,33.9,40.5,45.3
2003-05-18,33.9,40.55,45.2
2003-05-19,37.3,42.625,45.3
2003-05-20,35.2,42.225,45.4
2003-05-21,34.5,41.925,45.5
2003-05-22,34.3,41.775,45.6
2003-05-23,34.2,41.725,45.7
2003-05-24,34.2,41.65,45.7
2003-05-25,34.1,41.525,45.5
2003-05-26,34.1,41.45,45.3
2003-05-27,34.1,41.425,45.3
2003-05-28,34.1,41.400000000000006,45.3
2003-05-29,34.1,41.349999999999994,45.3
2003-05-30,34.2,41.275000000000006,45.2
2003-05-31,34.2,41.225,45.2
2003-06-01,34.2,41.150000000000006,45.2
2003-06-02,34.2,41.35,45.2
2003-06-03,34.0,41.475,45.2
2003-06-04,34.0,41.4,45.1
2003-06-05,34.0,41.35,45.1
2003-06-06,34.0,41.35,45.1
2003-06-07,34.8,42.025,45.1
2003-06-08,34.8,42.1,45.1
2003-06-09,34.6,41.85,45.1
2003-06-10,34.5,41.75,45.1
2003-06-11,34.4,41.625,45.1
2003-06-12,34.4,41.625,45.1
2003-06-13,34.5,41.8,45.1
2003-06-14,34.6,41.65,45.1
2003-06-15,34.6,41.5,45.1
2003-06-16,34.6,41.4,45.1
2003-06-17,34.6,41.275,45.1
2003-06-18,36.4,42.099999999999994,45.2
2003-06-19,37.2,42.8,45.5
2003-06-20,35.1,41.900000000000006,45.7
2003-06-21,34.9,41.60000000000001,45.7
2003-06-22,34.7,41.45,45.7
2003-06-23,34.6,41.3,45.7
2003-06-24,34.6,40.925000000000004,45.4
2003-06-25,34.5,40.5,45.4
2003-06-26,34.5,40.05,45.3
2003-06-27,34.4,39.025000000000006,45.2
2003-06-28,33.6,38.22500000000001,45.2
2003-06-29,32.7,37.65,45.2
2003-06-30,31.9,37.125,45.3
2003-07-01,31.1,36.6,45.3
2003-07-02,30.5,36.099999999999994,45.3
2003-07-03,30.7,35.825,45.3
2003-07-04,32.3,36.125,45.3
2003-07-05,32.4,36.125,45.3
2003-07-06,35.0,40.4,45.5
2003-07-07,34.0,38.425,45.4
2003-07-08,33.7,37.775,45.3
2003-07-09,33.9,38.675,45.3
2003-07-10,33.2,37.65,45.2
2003-07-11,32.6,36.525000000000006,45.2
2003-07-12,31.3,35.6,45.2
2003-07-13,30.6,35.35,45.2
2003-07-14,30.3,35.0,45.2
2003-07-15,29.1,34.4,45.1
2003-07-16,27.8,36.025,45.2
2003-07-17,28.1,35.224999999999994,45.2
2003-07-18,27.9,34.775000000000006,45.2
2003-07-19,27.8,34.875,45.1
2003-07-20,28.4,36.675,45.2
2003-07-21,28.9,36.375,45.2
2003-07-22,28.6,36.05,45.1
2003-07-23,28.3,35.975,45.1
2003-07-24,28.1,37.2,45.3
2003-07-25,27.7,35.525,45.1
2003-07-26,27.6,35.15,45.1
2003-07-27,27.2,35.0,45.1
2003-07-28,27.3,35.550000000000004,45.1
2003-07-29,27.5,37.0,45.1
2003-07-30,27.6,36.4,45.1
2003-07-31,28.0,36.725,45.1
2003-08-01,27.4,36.525,45.0
2003-08-02,27.9,37.725,45.1
2003-08-03,27.6,36.7,45.0
2003-08-04,28.3,36.7,45.1
2003-08-05,27.7,36.425,45.0
2003-08-06,28.1,38.099999999999994,45.1
2003-08-07,28.0,37.425,45.0
2003-08-08,29.3,37.375,45.2
2003-08-09,29.3,37.375,45.2
2003-08-10,28.6,37.650000000000006,45.2
2003-08-11,27.9,37.099999999999994,45.2
2003-08-12,28.3,36.775,45.3
2003-08-13,28.9,36.875,45.2
2003-08-14,28.4,36.425,45.1
2003-08-15,28.6,37.900000000000006,45.2
2003-08-16,27.7,36.7,45.1
2003-08-17,27.4,35.725,45.0
2003-08-18,27.5,36.0,44.9
2003-08-19,31.8,40.300000000000004,45.1
2003-08-20,30.9,39.7,45.3
2003-08-21,29.4,38.3,45.2
2003-08-22,28.8,37.325,45.1
2003-08-23,28.8,37.9,45.1
