DATE,MIN_SWC,mean_SWC,MAX_SWC
2007-01-01,36.5,38.25,41.1
2007-01-02,34.8,37.375,40.1
2007-01-03,34.4,37.15,39.8
2007-01-04,38.3,39.4,40.7
2007-01-05,37.7,38.9,41.3
2007-01-06,36.4,38.1,40.5
2007-01-07,35.5,37.675,40.1
2007-01-08,34.9,37.45,40.0
2007-01-09,34.6,37.3,39.9
2007-01-10,34.2,37.125,39.8
2007-01-11,34.1,37.0,39.7
2007-01-12,33.4,36.775000000000006,39.7
2007-01-13,25.4,34.75,39.7
2007-01-14,17.6,32.7,39.6
2007-01-15,17.1,32.525,39.5
2007-01-16,16.1,32.2,39.5
2007-01-17,15.9,32.05,39.4
2007-01-18,16.0,31.875,39.3
2007-01-19,15.9,31.650000000000002,39.3
2007-01-20,15.8,31.3,39.2
2007-01-21,16.4,31.275,39.2
2007-01-22,16.7,31.475,39.2
2007-01-23,16.6,31.549999999999997,39.1
2007-01-24,16.8,31.625,39.1
2007-01-25,16.6,31.575000000000003,39.1
2007-01-26,16.6,31.55,39.0
2007-01-27,16.7,31.575,39.0
2007-01-28,15.3,31.05,39.0
2007-01-29,14.9,29.525,38.9
2007-01-30,14.2,28.15,38.9
2007-01-31,13.8,27.550000000000004,38.9
2007-02-01,13.8,27.375,38.8
2007-02-02,13.5,27.15,38.7
2007-02-03,13.1,26.85,38.6
2007-02-04,12.7,26.525,38.5
2007-02-05,12.8,26.5,38.4
2007-02-06,13.0,26.55,38.3
2007-02-07,13.2,26.6,38.2
2007-02-08,13.4,26.650000000000002,38.2
2007-02-09,13.5,26.7,38.1
2007-02-10,13.6,26.725,38.1
2007-02-11,13.8,26.75,38.0
2007-02-12,14.3,26.950000000000003,38.0
2007-02-13,14.3,26.975,37.9
2007-02-14,13.6,26.699999999999996,37.8
2007-02-15,13.1,26.450000000000003,37.7
2007-02-16,12.9,26.275,37.5
2007-02-17,13.2,26.324999999999996,37.3
2007-02-18,13.4,26.35,37.1
2007-02-19,15.3,26.950000000000003,37.1
2007-02-20,17.2,27.674999999999997,37.1
2007-02-21,17.6,27.85,37.0
2007-02-22,19.7,28.5,37.1
2007-02-23,20.5,30.525,37.1
2007-02-24,20.9,31.775,37.1
2007-02-25,21.3,32.325,37.1
2007-02-26,21.7,32.425,37.2
2007-02-27,22.1,32.45,37.2
2007-02-28,22.5,32.55,37.2
2007-03-01,23.0,32.724999999999994,37.3
2007-03-02,23.5,32.875,37.3
2007-03-03,23.8,32.85,37.3
2007-03-04,24.2,32.824999999999996,37.4
2007-03-05,24.4,33.175,37.4
2007-03-06,24.7,33.275,37.5
2007-03-07,25.0,33.375,37.5
2007-03-08,25.2,33.425,37.5
2007-03-09,25.5,33.6,37.5
2007-03-10,29.9,35.95,39.6
2007-03-11,35.5,38.275,43.1
2007-03-12,34.2,37.025,39.3
2007-03-13,36.6,37.175,37.8
2007-03-14,35.9,36.875,37.8
2007-03-15,34.9,36.525,38.1
2007-03-16,34.3,36.425,38.7
2007-03-17,34.0,36.349999999999994,38.8
2007-03-18,33.7,36.25,38.9
2007-03-19,33.5,36.2,38.9
2007-03-20,33.2,36.1,39.0
2007-03-21,35.0,37.075,39.2
2007-03-22,36.3,38.0,40.1
2007-03-23,35.2,37.5,40.2
2007-03-24,35.5,37.575,40.2
2007-03-25,35.4,37.599999999999994,40.3
2007-03-26,34.8,37.375,40.3
2007-03-27,34.6,37.275,40.2
2007-03-28,34.8,37.3,40.1
2007-03-29,34.9,37.325,40.0
2007-03-30,35.4,37.5,40.0
2007-03-31,40.0,40.675,41.9
2007-04-01,37.3,39.1,41.3
2007-04-02,36.2,38.5,41.0
2007-04-03,36.4,38.45,40.8
2007-04-04,35.5,37.974999999999994,40.6
2007-04-05,35.0,37.7,40.4
2007-04-06,34.6,37.5,40.3
2007-04-07,34.3,37.275,40.1
2007-04-08,34.1,37.125,40.0
2007-04-09,34.1,37.05,39.9
2007-04-10,34.2,37.05,39.9
2007-04-11,36.8,37.925,39.8
2007-04-12,36.0,37.825,40.0
2007-04-13,35.6,37.7,40.2
2007-04-14,35.4,37.574999999999996,40.1
2007-04-15,35.2,37.475,40.1
2007-04-16,35.1,37.45,40.1
2007-04-17,35.0,37.425,40.1
2007-04-18,34.9,37.375,40.1
2007-04-19,34.9,37.375,40.1
2007-04-20,34.4,37.25,40.1
2007-04-21,34.4,37.25,40.1
2007-04-22,34.2,37.2,40.1
2007-04-23,34.0,37.125,40.1
2007-04-24,40.6,41.225,42.3
2007-04-25,40.7,41.324999999999996,42.3
2007-04-26,39.3,39.974999999999994,41.5
2007-04-27,36.7,38.875,41.3
2007-04-28,36.1,38.525000000000006,41.1
