DATE,MIN_SWC,mean_SWC,MAX_SWC
2004-01-01,29.8,38.474999999999994,44.8
2004-01-02,29.7,38.425,44.8
2004-01-03,29.7,38.4,44.9
2004-01-04,29.6,38.3,44.8
2004-01-05,29.6,38.3,44.8
2004-01-06,29.5,38.175,44.8
2004-01-07,29.5,38.025,44.9
2004-01-08,29.5,37.9,44.8
2004-01-09,29.4,37.875,44.8
2004-01-10,29.4,37.775,44.9
2004-01-11,29.4,37.775000000000006,44.8
2004-01-12,29.3,38.025,44.8
2004-01-13,29.3,38.175,44.8
2004-01-14,29.3,38.224999999999994,44.8
2004-01-15,29.3,38.275,44.9
2004-01-16,29.3,38.25,44.9
2004-01-17,29.3,38.75,44.9
2004-01-18,29.2,38.475,44.8
2004-01-19,29.0,37.675,44.8
2004-01-20,28.9,37.025000000000006,44.7
2004-01-21,28.8,36.675,44.6
2004-01-22,28.8,36.525000000000006,44.5
2004-01-23,28.7,36.2,44.5
2004-01-24,28.7,36.175,44.5
2004-01-25,28.7,36.099999999999994,44.5
2004-01-26,28.7,35.900000000000006,44.5
2004-01-27,28.7,35.8,44.5
2004-01-28,28.7,35.725,44.5
2004-01-29,28.7,35.650000000000006,44.5
2004-01-30,28.6,35.449999999999996,44.5
2004-01-31,28.4,35.3,44.5
2004-02-01,28.4,35.275,44.5
2004-02-02,28.6,35.375,44.5
2004-02-03,28.6,35.475,44.5
2004-02-04,28.6,35.525,44.5
2004-02-05,28.6,35.55,44.5
2004-02-06,28.6,35.625,44.5
2004-02-07,28.6,35.675,44.5
2004-02-08,28.6,35.7,44.5
2004-02-09,28.6,35.675,44.5
2004-02-10,28.6,35.7,44.5
2004-02-11,28.6,35.725,44.5
2004-02-12,28.6,35.775,44.5
2004-02-13,28.6,35.75,44.5
2004-02-14,28.6,35.725,44.5
2004-02-15,28.6,35.675,44.5
2004-02-16,28.5,35.625,44.5
2004-02-17,28.5,35.6,44.5
2004-02-18,28.5,35.975,44.5
2004-02-19,28.5,36.75,44.5
2004-02-20,33.8,39.55,44.8
2004-02-21,35.2,40.35,45.2
2004-02-22,36.9,41.8,45.9
2004-02-23,36.5,40.95,45.4
2004-02-24,35.2,40.6,45.5
2004-02-25,33.8,40.225,45.4
2004-02-26,33.5,40.075,45.4
2004-02-27,33.2,40.25,45.5
2004-02-28,33.0,40.5,45.5
2004-02-29,33.9,40.949999999999996,45.6
2004-03-01,36.7,42.125,45.6
2004-03-02,34.8,41.0,45.7
2004-03-03,31.4,40.05,45.6
2004-03-04,33.3,40.975,45.6
2004-03-05,36.2,42.325,46.2
2004-03-06,34.4,41.275000000000006,45.7
2004-03-07,34.1,41.0,45.7
2004-03-08,34.0,40.6,45.7
2004-03-09,31.5,39.75,45.6
2004-03-10,30.7,39.325,45.5
2004-03-11,30.4,39.1,45.4
2004-03-12,30.2,38.85,45.3
2004-03-13,30.1,38.825,45.3
2004-03-14,30.0,38.7,45.2
2004-03-15,29.9,39.05,45.2
2004-03-16,31.9,40.525000000000006,45.3
2004-03-17,35.7,41.9,46.2
2004-03-18,34.5,41.4,45.8
2004-03-19,33.6,40.725,45.4
2004-03-20,31.0,39.825,45.4
2004-03-21,30.6,39.425,45.4
2004-03-22,30.4,39.25,45.4
2004-03-23,30.2,39.15,45.4
2004-03-24,30.1,39.125,45.4
2004-03-25,30.0,39.099999999999994,45.3
2004-03-26,29.9,39.075,45.3
2004-03-27,34.3,41.45,45.8
2004-03-28,35.2,41.775000000000006,45.9
2004-03-29,34.1,41.074999999999996,45.6
2004-03-30,31.4,40.025,45.5
2004-03-31,31.0,39.775,45.5
2004-04-01,30.7,39.625,45.5
2004-04-02,30.5,39.5,45.5
2004-04-03,30.4,39.4,45.5
2004-04-04,30.2,39.2,45.3
2004-04-05,30.1,39.02499999999999,45.3
2004-04-06,30.0,38.825,45.3
2004-04-07,29.9,38.775000000000006,45.2
2004-04-08,29.9,38.7,45.2
2004-04-09,29.8,38.625,45.2
2004-04-10,29.8,38.575,45.2
2004-04-11,29.7,38.45,45.1
2004-04-12,29.6,38.375,45.1
2004-04-13,29.6,38.349999999999994,45.1
2004-04-14,29.6,38.324999999999996,45.0
2004-04-15,29.5,38.35,45.0
2004-04-16,29.5,38.35,45.0
2004-04-17,29.5,38.375,45.0
2004-04-18,29.5,38.425,45.0
2004-04-19,29.5,38.35,45.0
2004-04-20,29.5,38.3,45.0
2004-04-21,29.5,38.275,45.0
2004-04-22,29.5,38.25,45.0
2004-04-23,29.4,38.175000000000004,45.0
2004-04-24,31.0,39.375,45.0
2004-04-25,33.0,40.35,45.0
2004-04-26,31.3,39.625,45.0
2004-04-27,30.8,39.400000000000006,45.0
2004-04-28,30.6,39.35,45.0
2004-04-29,30.4,39.225,45.0
2004-04-30,30.2,39.025000000000006,45.0
2004-05-01,30.1,38.9,45.0
2004-05-02,30.0,38.725,45.0
2004-05-03,29.9,38.65,45.0
2004-05-04,29.8,38.65,45.0
2004-05-05,29.8,38.675,45.0
2004-05-06,29.8,38.75,45.0
2004-05-07,29.8,38.7,45.0
2004-05-08,29.8,38.724999999999994,45.0
2004-05-09,29.8,38.724999999999994,45.0
2004-05-10,29.8,39.55,45.0
2004-05-11,29.8,39.375,45.0
2004-05-12,29.8,39.150000000000006,45.0
2004-05-13,29.8,38.95,45.0
2004-05-14,29.8,38.875,45.0
2004-05-15,29.7,38.8,45.0
2004-05-16,29.7,38.825,45.0
2004-05-17,29.7,38.85,45.0
2004-05-18,29.7,38.925,45.0
2004-05-19,29.7,38.975,45.0
2004-05-20,29.7,38.975,45.0
2004-05-21,29.7,39.0,45.0
2004-05-22,30.6,39.699999999999996,45.0
2004-05-23,33.5,41.275,45.4
2004-05-24,32.6,40.775,45.4
2004-05-25,32.5,40.6,45.5
2004-05-26,31.6,40.375,45.5
2004-05-27,31.4,40.175,45.5
2004-05-28,31.3,39.9,45.5
2004-05-29,31.2,39.95,45.5
2004-05-30,32.6,40.8,45.6
2004-05-31,32.0,40.375,45.7
2004-06-01,32.0,40.25,45.6
2004-06-02,31.8,38.824999999999996,42.3
2004-06-03,31.8,38.824999999999996,42.3
2004-06-04,31.8,38.824999999999996,42.3
2004-06-05,31.3,38.45,45.5
2004-06-06,31.3,38.5,45.4
2004-06-07,31.2,38.575,45.4
2004-06-08,31.3,38.675,45.4
2004-06-09,31.3,38.5,45.4
2004-06-10,31.3,38.525,45.4
2004-06-11,31.3,38.55,45.3
2004-06-12,34.0,40.3,45.4
2004-06-13,35.8,42.025,45.5
2004-06-14,35.3,40.575,45.5
2004-06-15,33.2,39.675,45.4
2004-06-16,32.5,39.475,45.4
2004-06-17,32.2,39.3,45.4
2004-06-18,32.1,39.2,45.4
2004-06-19,31.9,39.1,45.4
2004-06-20,31.8,39.025,45.3
2004-06-21,31.8,39.099999999999994,45.3
2004-06-22,31.7,39.05,45.2
