DATE,MIN_SWC,mean_SWC,MAX_SWC
01/01/2006,23.2,27.375,35.3
01/02/2006,25.7,29.375,36.4
01/03/2006,25.5,29.075,36.2
01/04/2006,25.2,28.775,36
01/05/2006,25,28.525,35.9
01/06/2006,24.8,28.3,35.8
01/07/2006,24.7,28.225,35.7
01/08/2006,24.6,28.2,35.7
01/09/2006,24.6,28.1,35.6
01/10/2006,24.5,28.025,35.6
01/11/2006,24.3,27.925,35.5
01/12/2006,24.3,27.925,35.5
01/13/2006,24.2,27.9,35.5
01/14/2006,24.1,27.85,35.5
01/15/2006,24.1,27.85,35.5
01/16/2006,24.1,27.85,35.5
01/17/2006,23.9,27.75,35.5
01/18/2006,23.8,27.7,35.4
01/19/2006,23.7,27.65,35.4
01/20/2006,23.7,27.625,35.4
01/21/2006,23.6,27.6,35.4
01/22/2006,23.5,27.525,35.4
01/23/2006,23.5,27.525,35.4
01/24/2006,23.5,27.525,35.4
01/25/2006,23.4,27.5,35.4
01/26/2006,23.4,27.5,35.4
01/27/2006,23.5,27.55,35.4
01/28/2006,25,28.8,35.9
01/29/2006,26.3,30.2,36.7
01/30/2006,25.6,29.625,36.3
01/31/2006,25.3,29.025,36.1
02/01/2006,25.2,28.85,36
02/02/2006,25.1,28.725,35.9
02/03/2006,25,28.625,35.9
02/04/2006,24.8,28.475,35.8
02/05/2006,24.8,28.4,35.8
02/06/2006,24.7,28.3,35.7
02/07/2006,24.6,28.225,35.7
02/08/2006,24.6,28.2,35.7
02/09/2006,24.5,28.15,35.7
02/10/2006,24.4,28.1,35.7
02/11/2006,24.3,28.025,35.6
02/12/2006,24.2,27.95,35.6
02/13/2006,23.7,27.7,35.4
02/14/2006,23.7,27.7,35.4
02/15/2006,24,27.875,35.6
02/16/2006,24,27.85,35.6
02/17/2006,23.8,27.725,35.5
02/18/2006,22.7,26.8,34.6
02/19/2006,21,25.425,33.4
02/20/2006,20.3,25.225,33.3
02/21/2006,19.8,25.1,33.3
02/22/2006,19.6,25.05,33.3
02/23/2006,19.3,24.625,32.9
02/24/2006,20.7,25.65,33.8
02/25/2006,21.5,26.075,34.1
02/26/2006,21.9,26.325,34.3
02/27/2006,22.3,26.625,34.6
02/28/2006,22.8,27.075,35
03/01/2006,23,27.2,35.1
03/02/2006,23,27.225,35.1
03/03/2006,22.9,27.15,35
03/04/2006,22.8,27.1,34.9
03/05/2006,22.9,27.125,34.9
03/06/2006,22.8,27.075,34.9
03/07/2006,22.8,27.075,34.9
03/08/2006,22.7,27.05,34.9
03/09/2006,22.7,27.05,34.9
03/10/2006,22.8,27.075,34.9
03/11/2006,22.8,27.1,34.9
03/12/2006,22.7,27.05,34.9
03/13/2006,22.6,27.025,34.9
03/14/2006,22.5,26.925,34.8
