DATE,MIN_SWC,mean_SWC,MAX_SWC
2006-01-01,31.8,38.150000000000006,42.6
2006-01-02,34.9,39.824999999999996,43.2
2006-01-03,33.7,39.35,43.2
2006-01-04,33.3,39.05,43.1
2006-01-05,32.9,38.875,43.1
2006-01-06,32.5,38.725,43.1
2006-01-07,32.4,38.675,43.1
2006-01-08,32.3,38.599999999999994,43.0
2006-01-09,32.2,38.599999999999994,43.1
2006-01-10,31.9,38.525,43.1
2006-01-11,31.8,38.475,43.0
2006-01-12,31.8,38.475,43.0
2006-01-13,31.8,38.475,43.1
2006-01-14,31.6,38.425,43.1
2006-01-15,31.6,38.425,43.2
2006-01-16,31.6,38.425,43.2
2006-01-17,31.4,38.375,43.2
2006-01-18,31.3,38.325,43.2
2006-01-19,31.2,38.3,43.3
2006-01-20,31.2,38.3,43.3
2006-01-21,31.1,38.275000000000006,43.3
2006-01-22,31.1,38.25,43.3
2006-01-23,31.0,38.224999999999994,43.3
2006-01-24,31.0,38.224999999999994,43.3
2006-01-25,31.0,38.2,43.3
2006-01-26,31.0,38.175,43.3
2006-01-27,31.2,38.25,43.3
2006-01-28,33.7,39.475,43.4
2006-01-29,35.2,40.425000000000004,43.9
2006-01-30,33.8,39.8,44.0
2006-01-31,33.4,39.525,44.0
2006-02-01,33.3,39.475,44.1
2006-02-02,33.1,39.375,44.1
2006-02-03,32.8,39.25,44.1
2006-02-04,32.4,39.125,44.2
2006-02-05,32.1,39.0,44.2
2006-02-06,31.9,38.925,44.2
2006-02-07,31.8,38.875,44.2
2006-02-08,31.8,38.825,44.2
2006-02-09,31.7,38.8,44.2
2006-02-10,31.5,38.7,44.2
2006-02-11,31.4,38.650000000000006,44.2
2006-02-12,31.2,38.599999999999994,44.2
2006-02-13,30.8,38.474999999999994,44.2
2006-02-14,30.8,38.474999999999994,44.2
2006-02-15,30.9,38.474999999999994,44.2
2006-02-16,31.0,38.5,44.2
2006-02-17,30.9,38.45,44.2
2006-02-18,30.3,38.3,44.2
2006-02-19,28.3,37.775000000000006,44.2
2006-02-20,26.6,37.325,44.2
2006-02-21,26.0,37.15,44.1
2006-02-22,26.1,37.15,44.1
2006-02-23,26.7,37.3,44.1
2006-02-24,27.3,37.45,44.1
2006-02-25,27.1,37.375,44.1
2006-02-26,28.1,37.625,44.1
2006-02-27,29.2,37.875,44.1
2006-02-28,30.3,38.15,44.1
2006-03-01,30.9,38.3,44.1
2006-03-02,31.3,38.425,44.1
2006-03-03,31.3,38.449999999999996,44.1
2006-03-04,31.4,38.475,44.1
2006-03-05,31.4,38.45,44.1
2006-03-06,31.4,38.475,44.1
2006-03-07,31.4,38.45,44.1
2006-03-08,31.4,38.45,44.1
2006-03-09,31.4,38.45,44.1
2006-03-10,31.5,38.5,44.1
2006-03-11,31.5,38.5,44.1
2006-03-12,31.5,38.5,44.1
2006-03-13,31.5,38.5,44.1
2006-03-14,31.5,38.475,44.1
2006-03-15,31.5,38.475,44.1
2006-03-16,31.5,38.475,44.1
2006-03-17,31.4,38.475,44.2
2006-03-18,31.4,38.475,44.2
2006-03-19,31.3,38.425,44.1
2006-03-20,31.3,38.375,44.1
2006-03-21,31.5,38.425000000000004,44.1
2006-03-22,32.4,38.65,44.1
2006-03-23,33.5,39.075,44.1
2006-03-24,34.6,39.9,44.1
2006-03-25,36.0,40.75,44.1
2006-03-26,36.0,40.975,44.2
2006-03-27,35.9,41.074999999999996,44.3
2006-03-28,35.3,40.5,44.3
2006-03-29,34.9,40.25,44.3
2006-03-30,39.1,42.075,44.5
2006-03-31,39.6,42.475,44.6
2006-04-01,38.2,42.099999999999994,44.7
2006-04-02,40.8,43.025000000000006,44.7
2006-04-03,38.2,42.15,44.8
2006-04-04,36.4,41.075,44.9
2006-04-05,36.0,40.775,44.9
2006-04-06,36.7,41.125,44.9
2006-04-07,38.7,42.375,44.9
2006-04-08,36.5,41.175,45.0
2006-04-09,35.6,40.75,45.0
2006-04-10,35.4,40.625,45.0
2006-04-11,35.3,40.575,45.0
2006-04-12,35.2,40.525000000000006,45.0
2006-04-13,35.2,40.550000000000004,45.1
2006-04-14,35.2,40.550000000000004,45.1
2006-04-15,35.0,40.5,45.1
2006-04-16,34.8,40.4,45.1
2006-04-17,34.6,40.300000000000004,45.1
2006-04-18,34.5,40.275,45.1
2006-04-19,34.3,40.175000000000004,45.1
2006-04-20,34.2,40.150000000000006,45.1
2006-04-21,34.2,40.125,45.1
2006-04-22,34.2,40.1,45.1
2006-04-23,34.2,40.125,45.1
2006-04-24,34.1,40.074999999999996,45.1
2006-04-25,35.3,40.4,45.1
2006-04-26,36.1,40.625,45.1
2006-04-27,35.6,40.525,45.1
2006-04-28,39.5,42.575,45.2
2006-04-29,40.7,43.400000000000006,45.3
2006-04-30,39.7,43.075,45.3
2006-05-01,37.4,41.974999999999994,45.3
2006-05-02,36.7,41.45,45.3
2006-05-03,36.4,41.224999999999994,45.3
2006-05-04,36.0,41.05,45.3
2006-05-05,35.8,40.95,45.3
2006-05-06,35.7,40.900000000000006,45.3
2006-05-07,35.6,40.825,45.3
2006-05-08,36.0,40.974999999999994,45.3
2006-05-09,38.2,42.05,45.3
2006-05-10,36.8,41.4,45.3
2006-05-11,36.3,41.15,45.3
2006-05-12,36.2,41.099999999999994,45.3
2006-05-13,36.1,41.0,45.3
2006-05-14,35.9,40.900000000000006,45.3
2006-05-15,35.8,40.875,45.3
2006-05-16,35.8,40.849999999999994,45.3
2006-05-17,35.8,40.849999999999994,45.3
2006-05-18,35.8,40.849999999999994,45.3
2006-05-19,35.9,40.875,45.3
2006-05-20,35.8,40.849999999999994,45.3
2006-05-21,35.6,40.825,45.3
2006-05-22,35.6,40.8,45.3
2006-05-23,36.0,40.974999999999994,45.3
2006-05-24,37.6,41.849999999999994,45.3
2006-05-25,37.0,41.45,45.3
2006-05-26,36.7,41.325,45.3
2006-05-27,36.6,41.275000000000006,45.3
2006-05-28,36.6,41.300000000000004,45.4
2006-05-29,36.4,41.275,45.4
2006-05-30,36.0,41.125,45.4
2006-05-31,35.7,41.025,45.4
2006-06-01,35.4,40.925,45.4
2006-06-02,35.0,40.8,45.4
2006-06-03,34.6,40.675,45.4
2006-06-04,34.2,40.55,45.4
2006-06-05,33.8,40.4,45.4
2006-06-06,33.5,40.3,45.4
2006-06-07,33.0,40.125,45.4
2006-06-08,32.4,39.925,45.4
2006-06-09,31.8,39.65,45.4
2006-06-10,31.0,39.325,45.4
2006-06-11,30.2,39.025,45.5
2006-06-12,29.7,38.725,45.4
2006-06-13,29.4,38.45,45.4
2006-06-14,29.0,38.075,45.4
2006-06-15,28.4,37.675,45.4
2006-06-16,28.1,37.325,45.4
2006-06-17,27.5,36.95,45.4
2006-06-18,27.2,36.65,45.4
2006-06-19,26.9,36.325,45.4
2006-06-20,26.7,36.0,45.4
2006-06-21,26.4,35.725,45.4
2006-06-22,26.2,35.5,45.4
2006-06-23,26.0,35.35,45.5
2006-06-24,25.7,35.2,45.5
2006-06-25,25.4,35.1,45.5
2006-06-26,25.5,35.2,45.5
2006-06-27,29.6,36.925,45.5
2006-06-28,29.0,36.6,45.4
2006-06-29,30.0,37.45,45.4
2006-06-30,30.2,37.875,45.4
2006-07-01,29.7,37.525,45.4
2006-07-02,29.5,37.3,45.4
2006-07-03,29.4,37.1,45.4
2006-07-04,29.3,36.85,45.4
2006-07-05,29.0,36.525,45.4
2006-07-06,28.8,36.2,45.4
2006-07-07,28.5,35.825,45.3
2006-07-08,27.8,35.599999999999994,45.3
2006-07-09,27.2,35.375,45.3
2006-07-10,26.8,35.25,45.2
2006-07-11,26.5,35.150000000000006,45.2
2006-07-12,26.1,34.975,45.2
2006-07-13,30.6,37.5,45.2
2006-07-14,37.4,41.375,45.4
2006-07-15,35.6,40.325,45.4
2006-07-16,34.3,39.724999999999994,45.3
2006-07-17,32.7,39.099999999999994,45.3
2006-07-18,30.8,38.35,45.2
2006-07-19,29.2,37.675,45.1
2006-07-20,27.9,37.025,44.9
2006-07-21,32.2,38.375,44.8
2006-07-22,32.1,38.125,44.7
2006-07-23,30.7,37.45,44.5
2006-07-24,29.0,36.625,44.2
2006-07-25,28.2,36.2,44.0
2006-07-26,29.4,36.675,43.9
